,App,Ver,Date,Notes,Time of Rel,Rel type,Length,Processed Notes,Updatability,Updatability for Major Rel
470,Automotive Dictionary,4.0.199,"Jul 11, 2022","- NEW (Premium): you can add an additional driver. All information added to the app is shared among all drivers. Drivers have a limited access to data (they can edit own events only, read-only access to other data).- NEW (Premium Business): you can add multiple additional drivers and manage their access rights. You can also select which vehicles a driver can access.- Other fixes and enhancements.",4.0,Patch,52.0,new Premium you can add a additional driver all information add to the app be share among all driver driver have a limited access to datum they can edit own event only readonly access to other datum new Premium Business you can add multiple additional driver and manage they access right you can also select which vehicle a driver can access other fix and enhancement,0.0,0.0
471,Automotive Dictionary,4.0.197,"Jul 7, 2022","- NEW (Premium): you can add an additional driver. All information added to the app is shared among all drivers. Drivers have a limited access to data (they can edit own events only, read-only access to other data).- NEW (Premium Business): you can add multiple additional drivers and manage their access rights. You can also select which vehicles a driver can access.- Other fixes and enhancements.",4.0,Patch,52.0,new Premium you can add a additional driver all information add to the app be share among all driver driver have a limited access to datum they can edit own event only readonly access to other datum new Premium Business you can add multiple additional driver and manage they access right you can also select which vehicle a driver can access other fix and enhancement,0.0,0.0
472,Automotive Dictionary,4.0.196,"Jul 3, 2022","- NEW (Premium): you can add an additional driver. All information added to the app is shared among all drivers. Drivers have a limited access to data (they can edit own events only, read-only access to other data).- NEW (Premium Business): you can add multiple additional drivers and manage their access rights. You can also select which vehicles a driver can access.- Other fixes and enhancements.",12.0,Major,52.0,new Premium you can add a additional driver all information add to the app be share among all driver driver have a limited access to datum they can edit own event only readonly access to other datum new Premium Business you can add multiple additional driver and manage they access right you can also select which vehicle a driver can access other fix and enhancement,0.9660369252921813,0.7705974714183161
473,Automotive Dictionary,3.0.193,"Jun 21, 2022",- bug fixes,122.0,Patch,3.0,bug fix,-2.220446049250313e-16,0.8428780459280689
474,Automotive Dictionary,3.0.192,"Feb 19, 2022",- bug fixes,59.0,Patch,3.0,bug fix,-2.220446049250313e-16,0.8428780459280689
475,Automotive Dictionary,3.0.188,"Dec 22, 2021",- bug fixes,3.0,Patch,3.0,bug fix,-2.220446049250313e-16,0.8428780459280689
476,Automotive Dictionary,3.0.187,"Dec 19, 2021",- bug fixes,21.0,Patch,3.0,bug fix,-2.220446049250313e-16,0.8428780459280689
477,Automotive Dictionary,3.0.185,"Nov 28, 2021",- bug fixes,51.0,Patch,3.0,bug fix,-2.220446049250313e-16,0.8428780459280689
478,Automotive Dictionary,3.0.180,"Oct 8, 2021",- bug fixes,23.0,Patch,3.0,bug fix,0.9359741304522453,0.8428780459280689
479,Automotive Dictionary,3.0.178,"Sep 15, 2021","- Improved PDF reports.- Added new CSV reports (Premium).- Improved service reminders.- Show event notes in the event list.- Reminders: new intervals ""10 years"" and ""6 years”. - Updated Hungarian translation.
- Other fixes and enhancements.",19.0,Patch,30.0,improve pdf report add new CSV report Premium Improved service reminder Show event note in the event list Reminders new interval 10 year and 6 year ” update Hungarian translation other fix and enhancement,0.8143382995050202,0.7771010073375582
480,Automotive Dictionary,3.0.172,"Aug 27, 2021",- Updated translations.- Show the number of overdue reminders on the Reminders tab.- Show the status of overdue reminders in red text.- Fixes to ownership statistics.,3.0,Patch,20.0,update translation show the number of overdue reminder on the Reminders tab show the status of overdue reminder in red text fix to ownership statistics,0.7477399564041289,0.9460502166616208
481,Automotive Dictionary,3.0.169,"Aug 24, 2021","- New PDF report ""Profit and Loss"" (Premium)- Improved data entry in the vehicle page.- Added fields for the selling information to the vehicle page.- Improved sign in (allow sign in even if Premium not activated yet and do not sign out automatically).- Recurring service reminders: calculate the next odometer value from the odometer value of the previous service event. - Other fixes and enhancements.",29.0,Patch,46.0,new pdf report profit and loss Premium Improved datum entry in the vehicle page add field for the sell information to the vehicle page improve sign in allow sign in even if Premium not activate yet and do not sign out automatically recur service reminder calculate the next odometer value from the odometer value of the previous service event other fix and enhancement,0.9630327932208957,0.7380465943022503
482,Automotive Dictionary,3.0.167,"Jul 26, 2021",- bug fixes,5.0,Patch,3.0,bug fix,0.8131890009478531,0.8428780459280689
483,Automotive Dictionary,3.0.166,"Jul 21, 2021","- added support for new fuel efficiency units (electric vehicles): Wh/km, Wh/mi, kWh/100 km, kWh/100 mi, km / kWh and mi / kWh- bug fixes",6.0,Patch,23.0,add support for new fuel efficiency unit electric vehicle Whkm Whmi kwh100 km kwh100 mi km kwh and mi kwh bug fix,0.9530248728085201,0.8517442805410831
484,Automotive Dictionary,3.0.161,"Jul 15, 2021","- fixed: Sign in with Apple not working- improved CSV import to include also services, expenses and incomes",3.0,Patch,18.0,fix sign in with Apple not work improve CSV import to include also service expense and income,0.8445635896662018,0.8445635896662018
485,GaragePro Car OBD2 Scanner,71.0.0,"Feb 19, 2023",Our latest update comes with bug fixes and performance enhancements to ensure a seamless experience across our app.Update your app now and give it a spin!,16.0,Major,24.0,we late update come with bug fix and performance enhancement to ensure a seamless experience across we appupdate you app now and give it a spin,0.719240934033147,0.719240934033147
486,GaragePro Car OBD2 Scanner,70.0.0,"Feb 3, 2023","This is a big update!!!We have totally revamped the user experience in our latest update.We've removed the mandatory user login. Now you can directly land onto the Home page of the app to experience all the features. If you want to keep a records of your scans and activities, you can optionally signup / login into your account from the Settings.Also, the new update comes with the Offline mode. Need not to worry in cases when you are not connected to the internet. The GaragePro app will scan and detect faults without any internet connection. Moreover, bugs were identified and were taken care of. They won't bother you again.

Update your app now and give it a spin!
",77.0,Major,87.0,this be a big updatewe have totally revamp the user experience in we late updateweve remove the mandatory user login now you can directly land onto the Home page of the app to experience all the feature if you want to keep a record of you scan and activity you can optionally signup login into you account from the SettingsAlso the new update come with the offline mode need not to worry in case when you be not connect to the internet the GaragePro app will scan and detect fault without any internet connection moreover bug be identify and be take care of they wont bother you again Update you app now and give it a spin,0.719240934033147,0.719240934033147
487,GaragePro Car OBD2 Scanner,69.0.0,"Nov 18, 2022",Our latest update comes with bug fixes and performance enhancements to ensure a seamless experience across our app.Update your app now and give it a spin!,2.0,Major,24.0,we late update come with bug fix and performance enhancement to ensure a seamless experience across we appupdate you app now and give it a spin,-4.440892098500626e-16,-4.440892098500626e-16
488,GaragePro Car OBD2 Scanner,68.0.0,"Nov 16, 2022",Our latest update comes with bug fixes and performance enhancements to ensure a seamless experience across our app.Update your app now and give it a spin!,11.0,Major,24.0,we late update come with bug fix and performance enhancement to ensure a seamless experience across we appupdate you app now and give it a spin,0.7302513056397983,0.7302513056397983
489,GaragePro Car OBD2 Scanner,67.0.0,"Nov 5, 2022","In this update we've added a couple of Special Functions, Nissan Decodings, Track Mode Sessions, Improvised the subscription purchase experience and have fixed some prominent bugs.Update your app now and give it a spin!",56.0,Major,32.0,in this update weve add a couple of Special Functions Nissan Decodings Track Mode Sessions improvise the subscription purchase experience and have fix some prominent bugsupdate you app now and give it a spin,0.7302513056397983,0.7302513056397983
490,GaragePro Car OBD2 Scanner,66.0.0,"Sep 10, 2022",Our latest update comes with bug fixes and performance enhancements to ensure a seamless experience across our app.Update your app now and give it a spin!,9.0,Major,24.0,we late update come with bug fix and performance enhancement to ensure a seamless experience across we appupdate you app now and give it a spin,-4.440892098500626e-16,-4.440892098500626e-16
491,GaragePro Car OBD2 Scanner,65.0.0,"Sep 1, 2022",Our latest update comes with bug fixes and performance enhancements to ensure a seamless experience across our app.Update your app now and give it a spin!,2.0,Major,24.0,we late update come with bug fix and performance enhancement to ensure a seamless experience across we appupdate you app now and give it a spin,0.5871679961776508,0.5871679961776508
492,GaragePro Car OBD2 Scanner,64.0.0,"Aug 30, 2022","Let us introduce you our 'Refer a Friend' program.Refer the GaragePro app to your 1 friend. You both get FREE Standard plan access for 1 day.Refer the GaragePro app to your 2 friends. You get FREE Standard plan access for 2 days and your friend gets for 1 day.Refer the GaragePro app to your 3 friends. You get FREE Advanced plan access for 7 days and your friend gets FREE Standard plan access for 1 day. Our latest update comes with bug fixes and performance enhancements to ensure a seamless experience across our app.


Update your app now and give it a spin!",6.0,Major,54.0,let we introduce you we Refer a friend programrefer the GaragePro app to you 1 friend you both get free standard plan access for 1 dayrefer the GaragePro app to you 2 friend you get free standard plan access for 2 day and you friend get for 1 dayrefer the GaragePro app to you 3 friend you get free advanced plan access for 7 day and you friend get free standard plan access for 1 day we late update come with bug fix and performance enhancement to ensure a seamless experience across we app update you app now and give it a spin,0.5871679961776508,0.5871679961776508
493,GaragePro Car OBD2 Scanner,63.0.0,"Aug 24, 2022",Our latest update comes with bug fixes and performance enhancements to ensure a seamless experience across our app.Update your app now and give it a spin!,15.0,Major,24.0,we late update come with bug fix and performance enhancement to ensure a seamless experience across we appupdate you app now and give it a spin,-4.440892098500626e-16,-4.440892098500626e-16
494,GaragePro Car OBD2 Scanner,62.0.0,"Aug 9, 2022",Our latest update comes with bug fixes and performance enhancements to ensure a seamless experience across our app.Update your app now and give it a spin!,9.0,Major,24.0,we late update come with bug fix and performance enhancement to ensure a seamless experience across we appupdate you app now and give it a spin,-4.440892098500626e-16,-4.440892098500626e-16
495,GaragePro Car OBD2 Scanner,61.0.0,"Jul 31, 2022",Our latest update comes with bug fixes and performance enhancements to ensure a seamless experience across our app.Update your app now and give it a spin!,12.0,Major,24.0,we late update come with bug fix and performance enhancement to ensure a seamless experience across we appupdate you app now and give it a spin,-4.440892098500626e-16,-4.440892098500626e-16
496,GaragePro Car OBD2 Scanner,60.0.0,"Jul 19, 2022",Our latest update comes with bug fixes and performance enhancements to ensure a seamless experience across our app.Update your app now and give it a spin!,33.0,Major,24.0,we late update come with bug fix and performance enhancement to ensure a seamless experience across we appupdate you app now and give it a spin,0.4827351569363163,0.4827351569363163
497,GaragePro Car OBD2 Scanner,59.0.0,"Jun 16, 2022","In this update we've integrated Service Reset and new Actuations for Triumph Bikes.Also, pesky bugs have been fixed and performance has been enhanced to ensure a seamless experience across our app.Update your app now and give it a spin!",35.0,Major,35.0,in this update weve integrate Service Reset and new Actuations for Triumph BikesAlso pesky bug have be fix and performance have be enhance to ensure a seamless experience across we appupdate you app now and give it a spin,0.48273515693631663,0.48273515693631663
498,GaragePro Car OBD2 Scanner,58.0.0,"May 12, 2022",Our latest update comes with bug fixes and performance enhancements to ensure a seamless experience across our app.Update your app now and give it a spin!,5.0,Major,24.0,we late update come with bug fix and performance enhancement to ensure a seamless experience across we appupdate you app now and give it a spin,-4.440892098500626e-16,-4.440892098500626e-16
499,GaragePro Car OBD2 Scanner,57.0.0,"May 7, 2022",Our latest update comes with bug fixes and performance enhancements to ensure a seamless experience across our app.Update your app now and give it a spin!,1.0,Major,24.0,we late update come with bug fix and performance enhancement to ensure a seamless experience across we appupdate you app now and give it a spin,-4.440892098500626e-16,-4.440892098500626e-16
500,GaragePro Car OBD2 Scanner,56.0.0,"May 6, 2022",Our latest update comes with bug fixes and performance enhancements to ensure a seamless experience across our app.Update your app now and give it a spin!,5.0,Major,24.0,we late update come with bug fix and performance enhancement to ensure a seamless experience across we appupdate you app now and give it a spin,0.12130781318646233,0.12130781318646233
501,GaragePro Car OBD2 Scanner,55.0.0,"May 1, 2022",Our latest update comes with Triumph service reset along with bug fixes and performance enhancements to ensure seamless experience across our app.Update your app now and give it a spin!,8.0,Major,28.0,we late update come with triumph service reset along with bug fix and performance enhancement to ensure seamless experience across we appupdate you app now and give it a spin,0.48985602825601493,0.48985602825601493
502,GaragePro Car OBD2 Scanner,54.0.0,"Apr 23, 2022","In this update we have integrated Special functions for Hyundai/Kia and Mahindra.Special functions for Hyundai/Kia:-1. Brake Bleeding2. ECU Adaptation. 3. Steering Angle Reset
4. Fuel System Priming

Special Functions for Mahindra:-
1. Improvised the injector coding.

Also, our latest update comes with bug fixes and performance enhancements to ensure a seamless experience across our app.

Update your app now and give it a spin!",8.0,Major,55.0,in this update we have integrate special function for HyundaiKia and MahindraSpecial function for HyundaiKia1 Brake bleeding2 ecu adaptation 3 Steering Angle Reset 4 fuel System Priming Special Functions for Mahindra 1 improvise the injector code also we late update come with bug fix and performance enhancement to ensure a seamless experience across we app update you app now and give it a spin,0.4438537555374992,0.4438537555374992
503,GaragePro Car OBD2 Scanner,53.0.0,"Apr 15, 2022",Our latest update comes with bug fixes and performance enhancements to ensure a seamless experience across our app.Update your app now and give it a spin!,13.0,Major,24.0,we late update come with bug fix and performance enhancement to ensure a seamless experience across we appupdate you app now and give it a spin,-4.440892098500626e-16,-4.440892098500626e-16
504,GaragePro Car OBD2 Scanner,52.0.0,"Apr 2, 2022",Our latest update comes with bug fixes and performance enhancements to ensure a seamless experience across our app.Update your app now and give it a spin!,5.0,Major,24.0,we late update come with bug fix and performance enhancement to ensure a seamless experience across we appupdate you app now and give it a spin,-4.440892098500626e-16,-4.440892098500626e-16
505,GaragePro Car OBD2 Scanner,51.0.0,"Mar 28, 2022",Our latest update comes with bug fixes and performance enhancements to ensure a seamless experience across our app.Update your app now and give it a spin!,2.0,Major,24.0,we late update come with bug fix and performance enhancement to ensure a seamless experience across we appupdate you app now and give it a spin,-4.440892098500626e-16,-4.440892098500626e-16
506,GaragePro Car OBD2 Scanner,50.0.0,"Mar 26, 2022",Our latest update comes with bug fixes and performance enhancements to ensure a seamless experience across our app.Update your app now and give it a spin!,11.0,Major,24.0,we late update come with bug fix and performance enhancement to ensure a seamless experience across we appupdate you app now and give it a spin,-4.440892098500626e-16,-4.440892098500626e-16
507,GaragePro Car OBD2 Scanner,49.0.0,"Mar 15, 2022",Our latest update comes with bug fixes and performance enhancements to ensure a seamless experience across our app.Update your app now and give it a spin!,27.0,Major,24.0,we late update come with bug fix and performance enhancement to ensure a seamless experience across we appupdate you app now and give it a spin,-4.440892098500626e-16,-4.440892098500626e-16
508,GaragePro Car OBD2 Scanner,48.0.0,"Feb 16, 2022",Our latest update comes with bug fixes and performance enhancements to ensure a seamless experience across our app.Update your app now and give it a spin!,10.0,Major,24.0,we late update come with bug fix and performance enhancement to ensure a seamless experience across we appupdate you app now and give it a spin,-4.440892098500626e-16,-4.440892098500626e-16
509,Drivvo - car management,2.1.2,"Feb 22, 2023","Small improvements for drivers and fleet management.If you encounter any problems during the upgrade, please send an email to us: support@drivvo.com",128.0,Patch,21.0,small improvement for driver and fleet managementif you encounter any problem during the upgrade please send a email to we supportdrivvocom,-2.220446049250313e-16,0.8423086643323269
510,Drivvo - car management,2.1.1,"Oct 17, 2022","Small improvements for drivers and fleet management.If you encounter any problems during the upgrade, please send an email to us: support@drivvo.com",14.0,Patch,21.0,small improvement for driver and fleet managementif you encounter any problem during the upgrade please send a email to we supportdrivvocom,0.8455096973970011,0.8423086643323269
511,Drivvo - car management,2.1.0,"Oct 3, 2022",New fields: Payment Method and Driver (for fleet management)2.0:New subscription plans available!Now you can register as many employees as your company needs.,18.0,Minor,21.0,new field payment method and driver for fleet management20new subscription plan availableNow you can register as many employee as you company need,0.6097516410008187,0.6097516410008187
512,Drivvo - car management,2.0.1,"Sep 15, 2022",New subscription plans available!Now you can register as many employees as your company needs.We have two new employee profiles (Manager and Driver).It is also possible to restrict the driver's access only to the vehicle he is going to use.,3.0,Patch,34.0,new subscription plan availablenow you can register as many employee as you company needsWe have two new employee profile manager and driverit be also possible to restrict the driver access only to the vehicle he be go to use,8.881784197001252e-16,8.881784197001252e-16
513,Drivvo - car management,2.0.0,"Sep 12, 2022",New subscription plans available!Now you can register as many employees as your company needs.We have two new employee profiles (Manager and Driver).It is also possible to restrict the driver's access only to the vehicle he is going to use.,331.0,Major,34.0,new subscription plan availablenow you can register as many employee as you company needsWe have two new employee profile manager and driverit be also possible to restrict the driver access only to the vehicle he be go to use,0.8617566258204137,0.8083349417619377
514,Drivvo - car management,1.37.0,"Oct 16, 2021","Small improvements.If you encounter any problems during the upgrade, please send an email to us: support@drivvo.com",232.0,Minor,16.0,small improvementsif you encounter any problem during the upgrade please send a email to we supportdrivvocom,0.43733579693966795,0.4149166015747088
515,Drivvo - car management,1.35.0,"Feb 26, 2021","Now you can register every battery recharge of your electric vehicle, even the free ones.If you encounter any problems during the upgrade, please send an email to us: support@drivvo.com",1.0,Minor,27.0,now you can register every battery recharge of you electric vehicle even the free onesif you encounter any problem during the upgrade please send a email to we supportdrivvocom,-2.220446049250313e-16,0.5764987579526508
516,Drivvo - car management,1.34.0,"Feb 25, 2021","Now you can register every battery recharge of your electric vehicle, even the free ones.If you encounter any problems during the upgrade, please send an email to us: support@drivvo.com",1.0,Minor,27.0,now you can register every battery recharge of you electric vehicle even the free onesif you encounter any problem during the upgrade please send a email to we supportdrivvocom,-2.220446049250313e-16,0.5764987579526508
517,Drivvo - car management,1.33.0,"Feb 24, 2021","Now you can register every battery recharge of your electric vehicle, even the free ones.If you encounter any problems during the upgrade, please send an email to us: support@drivvo.com",256.0,Minor,27.0,now you can register every battery recharge of you electric vehicle even the free onesif you encounter any problem during the upgrade please send a email to we supportdrivvocom,0.4414001851334135,0.5764987579526508
518,Drivvo - car management,1.31.0,"Jun 13, 2020","Now you can attach files to your records, such as receipts, manuals and photos.If you encounter any problems during the upgrade, please send an email to us: support@drivvo.com",6.0,Minor,26.0,now you can attach file to you record such as receipt manual and photosif you encounter any problem during the upgrade please send a email to we supportdrivvocom,0.0,0.5420043025049873
519,Drivvo - car management,1.30.0,"Jun 7, 2020","Now you can attach files to your records, such as receipts, manuals and photos.If you encounter any problems during the upgrade, please send an email to us: support@drivvo.com",9.0,Minor,26.0,now you can attach file to you record such as receipt manual and photosif you encounter any problem during the upgrade please send a email to we supportdrivvocom,0.0,0.5420043025049873
520,Drivvo - car management,1.29.0,"May 29, 2020","Now you can attach files to your records, such as receipts, manuals and photos.If you encounter any problems during the upgrade, please send an email to us: support@drivvo.com",1.0,Minor,26.0,now you can attach file to you record such as receipt manual and photosif you encounter any problem during the upgrade please send a email to we supportdrivvocom,0.0,0.5420043025049873
521,Drivvo - car management,1.28.0,"May 28, 2020","Now you can attach files to your records, such as receipts, manuals and photos.If you encounter any problems during the upgrade, please send an email to us: support@drivvo.com",8.0,Minor,26.0,now you can attach file to you record such as receipt manual and photosif you encounter any problem during the upgrade please send a email to we supportdrivvocom,0.0,0.5420043025049873
522,Drivvo - car management,1.27.0,"May 20, 2020","Now you can attach files to your records, such as receipts, manuals and photos.If you encounter any problems during the upgrade, please send an email to us: support@drivvo.com",3.0,Minor,26.0,now you can attach file to you record such as receipt manual and photosif you encounter any problem during the upgrade please send a email to we supportdrivvocom,0.0,0.5420043025049873
523,Drivvo - car management,1.26.0,"May 17, 2020","Now you can attach files to your records, such as receipts, manuals and photos.If you encounter any problems during the upgrade, please send an email to us: support@drivvo.com",1.0,Minor,26.0,now you can attach file to you record such as receipt manual and photosif you encounter any problem during the upgrade please send a email to we supportdrivvocom,0.0,0.5420043025049873
524,Drivvo - car management,1.25.0,"May 16, 2020","Now you can attach files to your records, such as receipts, manuals and photos.If you encounter any problems during the upgrade, please send an email to us: support@drivvo.com",71.0,Minor,26.0,now you can attach file to you record such as receipt manual and photosif you encounter any problem during the upgrade please send a email to we supportdrivvocom,0.42531162507012177,0.5420043025049873
525,Drivvo - car management,1.23.1,"Mar 6, 2020","Small improvements.If you encounter any problems during the upgrade, please send an email to us: support@drivvo.com",24.0,Patch,16.0,small improvementsif you encounter any problem during the upgrade please send a email to we supportdrivvocom,0.4944658970589637,0.4149166015747088
526,Drivvo - car management,1.23.0,"Feb 11, 2020","Small improvements.+ Driver (PRO version)You can now register an extra driver to control the same vehicle. Enter, change and track your vehicle data with your family or co-worker.If you encounter any problems during the upgrade, please send an email to us: support@drivvo.com",28.0,Minor,38.0,small improvement driver PRO versionYou can now register a extra driver to control the same vehicle enter change and track you vehicle datum with you family or coworkerif you encounter any problem during the upgrade please send a email to we supportdrivvocom,0.03595113417155882,0.6080069352759829
527,Drivvo - car management,1.22.0,"Jan 14, 2020","+ Driver (PRO version)You can now register an extra driver to control the same vehicle. Enter, change and track your vehicle data with your family or co-worker.If you encounter any problems during the upgrade, please send an email to us: support@drivvo.com",11.0,Minor,37.0,driver PRO versionYou can now register a extra driver to control the same vehicle enter change and track you vehicle datum with you family or coworkerif you encounter any problem during the upgrade please send a email to we supportdrivvocom,0.552883885258063,0.597869650740451
528,Drivvo - car management,1.21.0,"Jan 3, 2020","Cross Platform Subscription.If you encounter any problems during the upgrade, please send an email to us: support@drivvo.com",20.0,Minor,17.0,Cross platform subscriptionif you encounter any problem during the upgrade please send a email to we supportdrivvocom,0.2741939023628015,0.44629077451255783
529,Drivvo - car management,1.20.3,"Dec 14, 2019","Small improvements.If you encounter any problems during the upgrade, please send an email to us: support@drivvo.com",29.0,Patch,16.0,small improvementsif you encounter any problem during the upgrade please send a email to we supportdrivvocom,1.1102230246251565e-16,0.4149166015747088
530,Drivvo - car management,1.20.2,"Nov 15, 2019","Small improvements.If you encounter any problems during the upgrade, please send an email to us: support@drivvo.com",14.0,Patch,16.0,small improvementsif you encounter any problem during the upgrade please send a email to we supportdrivvocom,0.39701991511294477,0.4149166015747088
531,Drivvo - car management,1.20.1,"Nov 1, 2019","New filter options on the History and Reports screen.If you encounter any problems during the upgrade, please send an email to us: support@drivvo.com",3.0,Patch,22.0,new filter option on the history and report screenif you encounter any problem during the upgrade please send a email to we supportdrivvocom,-8.881784197001252e-16,0.4484788331131364
532,Drivvo - car management,1.20.0,"Oct 29, 2019","New filter options on the History and Reports screen.If you encounter any problems during the upgrade, please send an email to us: support@drivvo.com",12.0,Minor,22.0,new filter option on the history and report screenif you encounter any problem during the upgrade please send a email to we supportdrivvocom,0.4484788331131364,0.4484788331131364
533,Auto parts. Guide,2.3.0,"Nov 2, 2017",This app has been updated by Apple to display the Apple Watch app icon.- Bug fixes,206.0,Minor,14.0,this app have be update by Apple to display the Apple Watch app icon bug fix,0.7776257360628474,0.8339774011951704
534,Auto parts. Guide,2.2.0,"Apr 10, 2017",- Bug fixes- Minor updates,421.0,Minor,5.0,bug fix minor update,0.8292238868098835,0.5498244976730102
535,Auto parts. Guide,2.1.1,"Feb 14, 2016",UI ChangesBug Fixes,296.0,Minor,3.0,UI ChangesBug fix,0.8637236585609136,0.8637236585609136
536,Auto parts. Guide,2.0.0,"Apr 24, 2015",Updated UX and UIGeneral Bug Fixes,528.0,Major,6.0,update ux and uigeneral bug fix,0.6812159782462207,0.8791892549391841
537,Auto parts. Guide,1.0.11,"Nov 12, 2013",General bug fixes,20.0,Patch,3.0,general bug fix,0.8157969232516182,1.0
538,Auto parts. Guide,1.0.10,"Oct 23, 2013","* Name change to ""NAPA Know How""* Fixed chat session timeout* iPhone 5 Compatibility* Fix keyboard show/hide bug",44.0,Patch,18.0,name change to NAPA Know how fixed chat session timeout iPhone 5 compatibility fix keyboard showhide bug,0.7344767475892882,0.9662457029268742
539,Auto parts. Guide,1.0.9,"Sep 9, 2013",iPhone 5 CompatibilityFix keyboard show/hide bugUpdated look and feel for chat windowGeneral bug fixes,220.0,Patch,14.0,iPhone 5 CompatibilityFix keyboard showhide bugupdate look and feel for chat windowgeneral bug fix,0.9389945422807696,0.9624146216500093
540,Auto parts. Guide,1.0.8,"Feb 1, 2013",• Fixed engine default VIN overide bug,49.0,Patch,7.0,• fixed engine default vin overide bug,0.8847844566220687,1.0
541,Auto parts. Guide,1.0.7,"Dec 14, 2012",Bug fix for iOS 6.,15.0,Patch,5.0,bug fix for iOS 6,1.0,1.0
542,Auto parts. Guide,1.0.6,"Nov 29, 2012",1.0.6 update includes the ability to scan VIN barcodes to add your vehicle.,191.0,Patch,12.0,106 update include the ability to scan vin barcode to add you vehicle,0.6856331895169173,0.6856331895169173
543,EOBD Facile: OBD 2 Car Scanner,3.4.9,"Feb 8, 2023",- Add fault code definitions for VAG- Solve an issue with Renault/Dacia to display real time sensors- Improvements for Jeep,55.0,Patch,19.0,add fault code definition for VAG solve a issue with RenaultDacia to display real time sensor improvement for Jeep,0.6242416179840914,0.831839234107244
544,EOBD Facile: OBD 2 Car Scanner,3.4.8,"Dec 15, 2022",- Solve an issue with VAG TP2.0 protocol (only for klavkarr device)- Add fault description for Mini and VAG,23.0,Patch,17.0,solve a issue with VAG tp20 protocol only for klavkarr device add fault description for Mini and VAG,0.7441394102788563,0.8104584776177695
545,EOBD Facile: OBD 2 Car Scanner,3.4.7,"Nov 22, 2022",- Add ECU reference for Renault/Dacia transmission- Improve reading of fault for Mercedes- Improvement for Ducati and KTM bikes,46.0,Patch,17.0,add ecu reference for RenaultDacia transmission improve reading of fault for Mercedes Improvement for Ducati and KTM bike,0.6607573362424999,0.660724164459332
546,EOBD Facile: OBD 2 Car Scanner,3.4.6,"Oct 7, 2022",- Add ECU reference for Renault/Dacia engine- Add brand Cupra and Lynk&Co- New icon,43.0,Patch,13.0,add ecu reference for RenaultDacia engine add brand Cupra and LynkCo New icon,0.9478904644295338,0.8483606975636993
547,EOBD Facile: OBD 2 Car Scanner,3.4.5,"Aug 25, 2022",- Improvement for Volvo cars produced after 2018,21.0,Patch,8.0,improvement for Volvo car produce after 2018,0.8375188545170176,0.9117850442200979
548,EOBD Facile: OBD 2 Car Scanner,3.4.4,"Aug 4, 2022","- Improvement for BMW- Improve oil and maintenance reset for Mercedes, Renault and Dacia",17.0,Patch,12.0,improvement for BMW improve oil and maintenance reset for Mercedes Renault and Dacia,1.0,0.7328725829751099
549,EOBD Facile: OBD 2 Car Scanner,3.4.3,"Jul 18, 2022",- Review of status display. The display is now done in the same screen as the faults,26.0,Patch,16.0,review of status display the display be now do in the same screen as the fault,1.0,0.9851598512273034
550,EOBD Facile: OBD 2 Car Scanner,3.4.2,"Jun 22, 2022",- Improvement for Renault Zoe (Phase 1 and 2),31.0,Patch,9.0,improvement for Renault Zoe Phase 1 and 2,0.8002361858624305,0.8652633224903117
551,EOBD Facile: OBD 2 Car Scanner,3.4.1,"May 22, 2022",- Add data for Peugeot 3008 II- Improvement for Toyota / Lexus (Transmission ECU),16.0,Patch,13.0,add datum for Peugeot 3008 ii improvement for Toyota Lexus transmission ecu,0.8845704091921102,0.6638951498166308
552,EOBD Facile: OBD 2 Car Scanner,3.4.0,"May 6, 2022","Add and improve DTC description for many brands: Volkswagen, Audi, Seat, Mercedes, BMW, Mini, Renault, Dacia.",48.0,Minor,16.0,add and improve dtc description for many brand Volkswagen Audi Seat Mercedes BMW Mini Renault Dacia,1.0,0.6533611796431362
553,EOBD Facile: OBD 2 Car Scanner,3.3.9,"Mar 19, 2022",New icon,4.0,Patch,2.0,new icon,0.7988053244150842,1.0
554,EOBD Facile: OBD 2 Car Scanner,3.3.8,"Mar 15, 2022","- New application icon- Add actuator test for Renault / Dacia only available with klavkarr device- Improvement for service data on PSA, Fiat and BMW vehicle",38.0,Patch,25.0,New application icon add actuator test for Renault Dacia only available with klavkarr device improvement for service datum on PSA Fiat and BMW vehicle,0.44624441575266605,0.728577879004779
555,EOBD Facile: OBD 2 Car Scanner,3.3.7,"Feb 5, 2022",- Added actuator tests for Renault and Dacia available only with klavkarr interfaces- Improvements for VOLVO vehicles (specific protocol)- Improvements of maintenance data on VAG,23.0,Patch,23.0,add actuator test for Renault and Dacia available only with klavkarr interface improvement for VOLVO vehicle specific protocol improvement of maintenance datum on VAG,0.7919042396093691,0.695451907323458
556,EOBD Facile: OBD 2 Car Scanner,3.3.6,"Jan 13, 2022",- Add actuator test for Peugeot Peugeot 206 / 207 /307 and Citroen C2 / C3 I / C4 I only available with klavkarr device- Solve display issue with zero value “-0.0”- Solve an issue when recording last way used with graphics,51.0,Patch,34.0,add actuator test for Peugeot Peugeot 206 207 307 and Citroen C2 c3 I c4 I only available with klavkarr device solve display issue with zero value “ 00 ” solve a issue when record last way use with graphic,0.9505790372748871,0.918647382487885
